
   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server
  2026-09-11 11:22:04 /api/menu ............................................................................ ~ 2.97ms
  2026-09-11 11:22:09 /api/menu ............................................................................ ~ 2.63ms
  2026-09-11 11:22:15 /api/menu .......................................................................... ~ 515.55ms
  2026-09-11 11:22:21 /api/menu .......................................................................... ~ 515.70ms
  2026-09-11 11:22:26 /api/menu .......................................................................... ~ 509.58ms
  2026-09-11 11:22:32 /api/menu ............................................................................ ~ 2.74ms
  2026-09-11 11:22:37 /api/menu ............................................................................ ~ 4.10ms
  2026-09-11 11:22:42 /api/qr/table-links ...................................................................... ~ 1s
  2026-09-11 11:22:43 /api/server-info ......................................................................... ~ 1s
  2026-09-11 11:22:43 /api/notifications ....................................................................... ~ 1s
  2026-09-11 11:22:44 /api/menu .......................................................................... ~ 550.70ms
  2026-09-11 11:22:50 /api/menu ............................................................................ ~ 2.60ms
  2026-09-11 11:22:56 /api/menu .......................................................................... ~ 170.96ms
  2026-09-11 11:23:01 /api/menu .......................................................................... ~ 517.42ms
  2026-09-11 11:23:07 /api/menu ........................................................................... ~ 13.35ms
  2026-09-11 11:23:13 /api/menu .......................................................................... ~ 513.85ms
  2026-09-11 11:23:18 /api/menu ........................................................................... ~ 11.40ms
  2026-09-11 11:23:24 /api/menu ............................................................................ ~ 2.71ms
  2026-09-11 11:23:29 /api/menu .......................................................................... ~ 520.72ms
  2026-09-11 11:23:35 /api/menu .......................................................................... ~ 519.92ms
  2026-09-11 11:23:40 /api/menu .......................................................................... ~ 520.11ms
  2026-09-11 11:23:42 /api/qr/table-links ................................................................ ~ 516.37ms
  2026-09-11 11:23:43 /api/server-info ......................................................................... ~ 1s
  2026-09-11 11:23:43 /api/notifications ....................................................................... ~ 1s
  2026-09-11 11:23:46 /api/menu ............................................................................ ~ 2.89ms
  2026-09-11 11:23:51 /api/menu ............................................................................ ~ 2.74ms
  2026-09-11 11:23:57 /api/menu .......................................................................... ~ 514.99ms
  2026-09-11 11:24:02 /api/menu ............................................................................ ~ 2.69ms
  2026-09-11 11:24:08 /api/menu ............................................................................ ~ 2.63ms
  2026-09-11 11:24:14 /api/menu ............................................................................ ~ 0.36ms
  2026-09-11 11:24:19 /api/menu ............................................................................ ~ 2.66ms
  2026-09-11 11:24:25 /api/menu .......................................................................... ~ 513.52ms
  2026-09-11 11:24:30 /api/menu .......................................................................... ~ 516.05ms
  2026-09-11 11:24:36 /api/menu .......................................................................... ~ 513.18ms
  2026-09-11 11:24:41 /api/menu ............................................................................ ~ 2.76ms
  2026-09-11 11:24:42 /api/qr/table-links .................................................................. ~ 4.08ms
  2026-09-11 11:24:42 /api/server-info ..................................................................... ~ 1.27ms
  2026-09-11 11:24:42 /api/notifications ................................................................. ~ 508.47ms
  2026-09-11 11:24:47 /api/menu ............................................................................ ~ 0.34ms
  2026-09-11 11:24:52 /api/menu ............................................................................ ~ 0.68ms
  2026-09-11 11:24:58 /api/menu .......................................................................... ~ 517.27ms
  2026-09-11 11:25:04 /api/menu .......................................................................... ~ 520.98ms
  2026-09-11 11:25:09 /api/menu .......................................................................... ~ 513.66ms
  2026-09-11 11:25:15 /api/menu ............................................................................ ~ 3.15ms
  2026-09-11 11:25:20 /api/menu ............................................................................ ~ 0.32ms
  2026-09-11 11:25:26 /api/menu .......................................................................... ~ 513.70ms
  2026-09-11 11:25:31 /api/menu .......................................................................... ~ 515.11ms
